shot_id,shot_made_flag
1,0.63435182162
8,0.677179519284
17,0.338821414417
20,0.302741982912
33,0.646052950211
34,0.609125882518
35,0.547880119378
36,0.562333012873
37,0.328431128318
38,0.628847761752
45,0.581980338363
50,0.680920352619
55,0.611800262047
60,0.615956379181
66,0.68962086953
67,0.698838165639
71,0.603635681147
80,0.743303974708
85,0.691248273527
86,0.39483557757
95,0.3855066222
104,0.60923497588
113,0.620094970908
123,0.677300424402
126,0.187576623683
133,0.34863036057
141,0.758574763343
144,0.606653261859
150,0.289095891294
152,0.626609546421
153,0.302788594814
156,0.54219674848
159,0.121275554353
165,0.279516857409
172,0.598514621234
182,0.128964150709
192,0.626991558348
193,0.304441395608
196,0.642571156778
202,0.653958922388
210,0.649868827057
211,0.629404669059
228,0.104291202003
257,0.581597535257
260,0.581812615823
264,0.602016082446
267,0.344755044219
279,0.125103273107
282,0.599130017273
293,0.668577442806
299,0.215077216897
300,0.341043687259
301,0.248603491639
317,0.653625496528
327,0.616137684281
328,0.672137887124
335,0.539096660369
346,0.253516529508
348,0.721646329935
365,0.622986036359
390,0.28157873795
391,0.285841399699
392,0.241120021551
397,0.623533268554
418,0.635233077058
428,0.77738037219
434,0.371595834645
439,0.552186487251
440,0.616228168725
456,0.577613882217
459,0.717469024978
472,0.605444871615
480,0.697258453934
491,0.633605273473
497,0.628788251859
509,0.615630746533
511,0.605955973532
523,0.768701448496
533,0.610103958366
544,0.555933058563
546,0.624711048418
555,0.273836033685
558,0.627013253107
560,0.643779909829
573,0.688811262178
591,0.611274766414
596,0.672698236275
597,0.650484769021
601,0.406937290025
605,0.597429158181
617,0.670226127947
628,0.671810632493
634,0.623032536705
646,0.707494838869
649,0.619520149653
651,0.267581928337
654,0.15242330955
656,0.5328330932
657,0.537693630987
669,0.626939877578
670,0.122495023979
693,0.321215035648
694,0.677278072258
699,0.619838056249
711,0.627983465102
718,0.644887644612
722,0.649942606471
723,0.64720911655
725,0.350410959561
734,0.623649321646
735,0.583102368795
737,0.237505505155
746,0.662686143081
747,0.312544135373
766,0.636668524695
767,0.649458943972
771,0.685038938768
773,0.697272543934
774,0.627163699868
783,0.66787168098
784,0.624526198129
789,0.666894986137
792,0.616926065145
804,0.6661154428
809,0.631592464103
812,0.643556862676
813,0.595065564111
817,0.68219499347
820,0.647923510165
825,0.631977729061
826,0.627295805469
829,0.624173609905
855,0.577827580451
859,0.246653720588
862,0.612203661712
870,0.629688111506
876,0.632192438084
880,0.614642015783
886,0.0743500972375
889,0.19538963016
891,0.589942046788
897,0.0789459778289
902,0.628397396251
903,0.637758367203
908,0.606677549861
909,0.613162822023
920,0.660596721814
922,0.583593504575
924,0.322043665353
932,0.623757326575
934,0.641790677859
937,0.634052371401
941,0.655256639252
943,0.652887631161
950,0.607357881505
952,0.643956464352
954,0.132762055626
963,0.646339059267
975,0.628688189963
979,0.626925104373
981,0.605938829034
983,0.775281440818
985,0.578851487035
989,0.624262086137
995,0.597183107863
998,0.583838371081
1008,0.70550855413
1019,0.315760922334
1023,0.575852616109
1026,0.6327204068
1029,0.340959032054
1034,0.185433378115
1036,0.333809564708
1038,0.658768828701
1039,0.337136975175
1051,0.476887055091
1052,0.695087109797
1066,0.694375105117
1087,0.727404661089
1092,0.726841407155
1094,0.255262019721
1098,0.59677108628
1099,0.625718455757
1102,0.639594596949
1118,0.612958197357
1131,0.682064122053
1133,0.257496860096
1135,0.109061209678
1138,0.548540551405
1139,0.156230136536
1142,0.598025940609
1151,0.567745343637
1152,0.591017910452
1155,0.327095763613
1165,0.634603812902
1167,0.0933708156361
1172,0.598903277489
1174,0.292197924813
1180,0.55041228422
1200,0.621464975176
1202,0.635431794458
1227,0.390765725664
1228,0.321885962301
1229,0.652836221414
1237,0.604276387454
1241,0.61275543395
1256,0.680721804348
1279,0.616358420739
1293,0.697267560258
1295,0.670037563699
1319,0.254688316478
1320,0.643222684299
1321,0.228724795972
1322,0.336124917019
1334,0.761585807368
1351,0.332532113308
1373,0.67472254126
1375,0.667938843654
1380,0.608654170615
1382,0.287631385611
1385,0.547310843527
1399,0.653847730014
1403,0.165234093481
1428,0.701711412154
1434,0.674215781253
1444,0.116039599491
1448,0.644949936424
1466,0.201801984608
1476,0.647909069026
1478,0.622964998753
1485,0.639661051629
1491,0.267155509209
1494,0.358438201239
1500,0.606398784975
1501,0.350515175837
1503,0.61545385443
1519,0.313841160258
1524,0.597327577053
1529,0.24443518381
1533,0.326883813639
1538,0.0800467718821
1539,0.623297965509
1546,0.525436737164
1555,0.660473863488
1559,0.597834068568
1563,0.338891722541
1565,0.27390968833
1574,0.609811087247
1591,0.678235052836
1594,0.694008602447
1605,0.672790052472
1611,0.603787354573
1614,0.667124245112
1620,0.625005130484
1626,0.682911921164
1630,0.592534314559
1632,0.637246239706
1634,0.660357275857
1643,0.640130484533
1651,0.613263712522
1655,0.622839096934
1658,0.711507682094
1659,0.629467141416
1665,0.60962862636
1675,0.649399259919
1680,0.254480397648
1690,0.613568070579
1696,0.694737726946
1714,0.690862854304
1721,0.61721205194
1726,0.628749152431
1728,0.599686193736
1734,0.621732317391
1735,0.677869659462
1740,0.672331472501
1744,0.213773086604
1747,0.64142717775
1752,0.701508985066
1763,0.260269997698
1765,0.262032040057
1769,0.653365213639
1785,0.337702476456
1787,0.662956000164
1788,0.559471870428
1793,0.659894358959
1800,0.610771909909
1825,0.628193082292
1826,0.264844531521
1834,0.646584005167
1843,0.675314483935
1844,0.677677394563
1848,0.658119030091
1849,0.608321253077
1860,0.614819294167
1863,0.617115152807
1875,0.340098465972
1883,0.618979503709
1890,0.62406798676
1892,0.627870416703
1893,0.616495048135
1897,0.672791726279
1905,0.616192929071
1908,0.394814927067
1931,0.709142824592
1940,0.17564604575
1943,0.643451625279
1947,0.74222442741
1965,0.323798347795
1967,0.582310550606
1968,0.59522712981
1972,0.255762960205
1982,0.697275512572
1985,0.718102180082
2005,0.229297814323
2010,0.220656365302
2021,0.633391346377
2024,0.241361011179
2036,0.610295376885
2043,0.379906863569
2047,0.38835075811
2049,0.619496606519
2055,0.691593204609
2065,0.603661228923
2066,0.685814220568
2070,0.700057323005
2077,0.128110590588
2085,0.31313393667
2095,0.371135338947
2097,0.315376487362
2108,0.587131257807
2112,0.317073774475
2113,0.321323781302
2122,0.796677386825
2139,0.608572132298
2144,0.377209430262
2146,0.691293589257
2148,0.786941481932
2149,0.321853817906
2157,0.62617476545
2159,0.630076418296
2168,0.642149064127
2176,0.630447583921
2178,0.32191705835
2181,0.706726564136
2187,0.234958712851
2188,0.677769820628
2190,0.666906260018
2194,0.601052186002
2197,0.694414658594
2214,0.655580583216
2217,0.789907218758
2222,0.615131568024
2223,0.677458269259
2226,0.654005931554
2230,0.313570074254
2240,0.548988058268
2247,0.643910020119
2250,0.650133197404
2259,0.39421667631
2262,0.637484116726
2266,0.625520742587
2305,0.652343339362
2310,0.660826420893
2313,0.596842402172
2319,0.221152123963
2320,0.337212494309
2345,0.699940327981
2350,0.302942890538
2356,0.60457507662
2360,0.378835168854
2370,0.614257348268
2386,0.661956999366
2398,0.646681221954
2414,0.258990143498
2435,0.261943582427
2439,0.558745535252
2446,0.260037421712
2458,0.680473896958
2465,0.663952551371
2466,0.615279741309
2470,0.665200790777
2495,0.27096112786
2501,0.651842434551
2507,0.693304174513
2533,0.745257726473
2537,0.600231926267
2538,0.660433880929
2541,0.687248910606
2542,0.246276519153
2544,0.233384243964
2554,0.724097534767
2555,0.729838049657
2565,0.545185648202
2575,0.254886573999
2586,0.545197137313
2588,0.623116858789
2594,0.318930053267
2617,0.578195604221
2618,0.699245135953
2623,0.0684720988215
2631,0.559058145293
2640,0.719615507699
2642,0.2665367898
2647,0.613912093441
2663,0.633606950155
2664,0.668097396209
2676,0.615599128684
2680,0.101878678024
2681,0.61794272477
2691,0.648098806681
2693,0.598119489449
2695,0.586528184571
2704,0.676101945799
2708,0.638757296383
2709,0.0807474063239
2717,0.248132846172
2722,0.596129527161
2728,0.643750182102
2732,0.243380299347
2743,0.619078987242
2752,0.654302397377
2757,0.237821853855
